Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On
Goyave,goyave,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2ec4b3193628a38eb90,false,false,Tue May 18 2021 13:36:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Groseille,groseille,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e0f3caef0734cb4d50,false,false,Tue May 18 2021 13:32:16 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:16 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Géranium,geranium,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fd187e2934a9e094a0,false,false,Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Herbeux,herbeux,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3beefd0f26b1acf175915,false,false,Tue May 18 2021 13:19:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:19:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Hibiscus,hibiscus,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f465f4282ed9a44b57,false,false,Tue May 18 2021 13:36:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Houblon,houblon,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e6b6fcc66ddf003df0,false,false,Tue May 18 2021 13:32:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Jasmin,jasmin,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2ed15d6f504a82f73b6,false,false,Tue May 18 2021 13:36:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Kumquat,kumquat,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2ede91a51581749e039,false,false,Tue May 18 2021 13:36:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Lavande,lavande,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fdae4935083c3c2191,false,false,Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Litchi,litchi,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f3a01977e954aa399d,false,false,Tue May 18 2021 13:32:35 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:35 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mandarine,mandarine,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fc1e9857c6ea6fb896,false,false,Tue May 18 2021 13:32:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mangue,mangue,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e8d208aa1a942e9776,false,false,Tue May 18 2021 13:32:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Marjolaine,marjolaine,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f7c9bd5da9ced8d7c7,false,false,Tue May 18 2021 13:36:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Marmelade,marmelade,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fa4196ac5c9eea0119,false,false,Tue May 18 2021 13:32:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Melon,melon,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ed664237172343c8e2,false,false,Tue May 18 2021 13:32:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Melon blanc (Honeydew),melon-blanc-honeydew,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f5aa361c866bcb5201,false,false,Tue May 18 2021 13:36:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mentholé,menthole,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f1ffab00f82ddf0fea,false,false,Tue May 18 2021 13:32:33 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:33 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Miel,miel,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e54b31939d9c38e4dd,false,false,Tue May 18 2021 13:36:37 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:37 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Myrtille,myrtille,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1df94d53950020b5486,false,false,Tue May 18 2021 13:32:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mélasse,melasse,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2031fc1a20d77cac7cd,false,false,Tue May 18 2021 13:32:51 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:51 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mélisse,melisse,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2eaf3caef4876cba914,false,false,Tue May 18 2021 13:36:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Mûre,mure,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ef664237b69243ca7f,false,false,Tue May 18 2021 13:32:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Noix de coco,noix-de-coco,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f48db80637e365f327,false,false,Tue May 18 2021 13:32:36 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:36 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Oignon,oignon,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e96512fc2a38ec4ef3,false,false,Tue May 18 2021 13:36:41 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:41 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Orange,orange,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3bef1db13b84bc21e31d4,false,false,Tue May 18 2021 13:19:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:19:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Orange,orange-6,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1a6c6c9fd5d3326f283,false,false,Tue May 18 2021 13:31:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:31:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Origan,origan,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c20407423c1d9133a3ba,false,false,Tue May 18 2021 13:32:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Ortie,ortie,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e6d8a7f551e511467a,false,false,Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pain d'épice,pain-depice,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f665f428a926a44cd8,false,false,Tue May 18 2021 13:36:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pamplemousse,pamplemousse,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e2a316dcb3ace575ac,false,false,Tue May 18 2021 13:32:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Papaye,papaye,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e899b58f261b563b7e,false,false,Tue May 18 2021 13:32:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pastèque,pasteque,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ee99b58f1c56563f1a,false,false,Tue May 18 2021 13:32:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Persil,persil,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f6664237c6e344874f,false,false,Tue May 18 2021 13:36:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Piment,piment,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1dec6c9fd484427127f,false,false,Tue May 18 2021 13:32:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pin,pin,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3bef02dbc99018221929e,false,false,Tue May 18 2021 13:19:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:19:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pinot Gris,pinot-gris,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c200f52ac755757009fa,false,false,Tue May 18 2021 13:32:48 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:48 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Poire,poire,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ed1e985783b46faed9,false,false,Tue May 18 2021 13:32:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Poivré,poivre,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e23e6d95b96abd7417,false,false,Tue May 18 2021 13:32:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pomme,pomme,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ec356e69267298cae5,false,false,Tue May 18 2021 13:32:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Prune,prune,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1efae493551083c1b96,false,false,Tue May 18 2021 13:32:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Pêche,peche,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e43547f37f71b318cd,false,false,Tue May 18 2021 13:32:20 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:20 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Raisin,raisin,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e6f3caef7605cba4e0,false,false,Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Rose,rose,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2ec6642373db1447c0e,false,false,Tue May 18 2021 13:36:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Réglisse,reglisse,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fcb8d80cf231ff3060,false,false,Tue May 18 2021 13:32:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Résineux,resineux,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e3f52ac7736a700194,false,false,Tue May 18 2021 13:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Sauge,sauge,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f2e2ee673c5355964e,false,false,Tue May 18 2021 13:36:50 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:50 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Sucré,sucre,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e86512fcbcd7ec4e7f,false,false,Tue May 18 2021 13:36:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
"Sueur (""sui generis"")",sueur-sui-generis,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2e6ec5676afa242a66d,false,false,Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Tabac,tabac,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2ead8a7f53b5b1149f1,false,false,Tue May 18 2021 13:36:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Tarte Meringuée,tarte-meringuee,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1fd5001223639beb5fd,false,false,Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Terreux,terreux,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e3f52ac774687001e3,false,false,Tue May 18 2021 13:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Thym,thym,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f7ab4368232a7efae4,false,false,Tue May 18 2021 13:32:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:38 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Thé,the,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f2ab43683b1f7ef4c2,false,false,Tue May 18 2021 13:32:34 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:34 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Thé Noir,the-noir,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1ade91a51f56948d869,false,false,Tue May 18 2021 13:31:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:31:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Thé Vert,the-vert,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f8ae493590193c2027,false,false,Tue May 18 2021 13:32:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Vanille,vanille,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1e507423cf75333983e,false,false,Tue May 18 2021 13:32:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Vin Blanc,vin-blanc,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c2f0b735a1fea7ef2a77,false,false,Tue May 18 2021 13:36:48 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:36:48 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
Zeste de Citron,zeste-de-citron,60a3bad7f33196db07788225,653acfd9e882f528b3ed2e72,60a3c1f0b6fcc6850600411d,false,false,Tue May 18 2021 13:32:32 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 13:32:32 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)
